id,rut_personal,id_hora,rut_paciente,fecha_hora,monto,estado,mediopago,bono,boleta,vaucher
2744,22767738-4,1326,95595189-5,2025-03-31 10:00:00,1800999,1,3,0,693,0
2745,57378727-6,2542,88755903-1,2025-04-24 09:30:00,1600123,0,0,0,0,0
2746,57378727-6,1885,55643376-9,2025-04-11 09:15:00,1800999,0,0,0,0,0
2747,86209409-0,460,53375085-5,2025-04-26 11:15:00,3081058,0,0,0,0,0
2748,57378727-6,3229,75006543-8,2025-04-19 18:00:00,3010000,1,4,0,694,0
2749,95208514-3,3211,60593511-0,2025-04-15 13:00:00,1750012,0,0,0,0,0
2750,73177104-4,381,83733104-2,2025-04-12 16:15:00,2105020,0,0,0,0,0
2751,94023614-4,2343,24595395-3,2025-04-11 16:45:00,3010000,0,0,0,0,0
2752,94023614-4,1542,30263166-2,2025-05-01 10:30:00,1800999,0,0,0,0,0
2753,73177104-4,3027,95595189-5,2025-04-28 17:45:00,2820245,1,4,0,695,0
2754,86209409-0,328,30263166-2,2025-04-29 11:45:00,2820245,0,0,0,0,0
2755,57378727-6,3601,24595395-3,2025-04-11 14:30:00,2506300,0,0,0,0,0
2756,22767738-4,1546,90206203-1,2025-04-02 14:45:00,2506300,1,1,0,696,341
2757,86209409-0,756,85033698-2,2025-04-18 17:15:00,2820245,1,1,0,697,342
2758,86209409-0,2296,36809677-6,2025-04-03 15:30:00,3092497,0,0,0,0,0
2759,73177104-4,2482,24441102-3,2025-04-07 12:15:00,3120345,0,0,0,0,0
2760,57378727-6,1040,29962868-0,2025-05-01 13:45:00,1750012,0,0,0,0,0
2761,95208514-3,87,48411300-7,2025-04-09 10:45:00,3092497,0,0,0,0,0
2762,22767738-4,693,14100953-3,2025-04-02 13:30:00,2800365,1,1,0,698,343
2763,73177104-4,2392,72795772-4,2025-04-06 09:00:00,1600123,0,0,0,0,0
2764,86209409-0,435,21398093-5,2025-04-15 12:45:00,2086651,0,0,0,0,0
2765,94023614-4,2270,49197992-8,2025-04-06 12:30:00,2800365,1,4,0,699,0
2766,86209409-0,3627,98720208-3,2025-04-15 14:00:00,3092497,0,0,0,0,0
2767,86209409-0,2738,51992140-2,2025-04-29 14:00:00,2105020,1,1,0,700,344
2768,95208514-3,1070,25939458-6,2025-05-03 14:15:00,3120345,0,0,0,0,0
2769,94023614-4,2248,22769853-9,2025-04-22 08:15:00,2506300,0,0,0,0,0
2770,22767738-4,3102,45623694-9,2025-04-11 16:45:00,2506300,0,0,0,0,0
2771,95208514-3,2829,58074747-6,2025-04-19 10:00:00,2086651,0,0,0,0,0
2772,73177104-4,3412,90206203-1,2025-04-29 17:00:00,1750012,0,0,0,0,0
2773,86209409-0,242,20953102-0,2025-05-01 12:15:00,2132690,0,0,0,0,0
2774,22767738-4,3282,94361312-4,2025-04-22 13:15:00,2727431,0,0,0,0,0
2775,95208514-3,3459,11852079-8,2025-04-13 13:00:00,1750012,1,4,0,701,0
2776,95208514-3,685,40521119-8,2025-04-02 16:30:00,1750012,0,0,0,0,0
2777,22767738-4,1387,32601187-2,2025-04-20 09:15:00,2086651,0,0,0,0,0
2778,94023614-4,454,37640277-4,2025-04-20 13:15:00,2086651,0,0,0,0,0
2779,73177104-4,2445,80061523-7,2025-04-20 15:15:00,3120345,0,0,0,0,0
2780,95208514-3,2005,63958627-0,2025-04-08 16:45:00,1600123,0,0,0,0,0
2781,22767738-4,644,40521119-8,2025-04-24 16:00:00,3010000,0,0,0,0,0
2782,86209409-0,1205,46930558-3,2025-04-16 14:00:00,2800365,0,0,0,0,0
2783,22767738-4,2172,68316971-1,2025-04-29 11:15:00,35000,0,0,0,0,0
2784,94023614-4,3237,55643376-9,2025-04-19 11:30:00,2506300,0,0,0,0,0
2785,95208514-3,2281,32090021-3,2025-04-14 11:15:00,1600123,1,4,0,702,0
2786,95208514-3,2201,48263743-9,2025-04-10 15:00:00,2727431,1,4,0,703,0
2787,57378727-6,2279,95431346-9,2025-04-02 08:15:00,3010000,0,0,0,0,0
2788,94023614-4,1298,22212788-6,2025-04-20 16:45:00,3010000,0,0,0,0,0
2789,95208514-3,1996,38324156-4,2025-04-20 10:15:00,3238968,0,0,0,0,0
2790,86209409-0,2806,23572980-4,2025-04-10 10:30:00,3238968,0,0,0,0,0
2791,86209409-0,2422,99352036-1,2025-04-15 14:15:00,3120345,0,0,0,0,0
2792,95208514-3,2793,65660643-5,2025-04-25 11:45:00,3238968,1,1,0,704,345
2793,86209409-0,3159,65484630-3,2025-04-09 16:30:00,2105020,0,0,0,0,0
2794,22767738-4,112,79018541-2,2025-04-04 10:30:00,2800365,0,0,0,0,0
2795,22767738-4,1001,61617949-1,2025-04-20 16:00:00,1600123,1,1,0,705,346
2796,73177104-4,887,98418033-8,2025-04-26 08:45:00,3081058,0,0,0,0,0
2797,73177104-4,2040,37640277-4,2025-04-14 18:45:00,1600123,0,0,0,0,0
2798,95208514-3,2126,48863238-8,2025-04-20 11:45:00,3120345,1,1,0,706,347
2799,86209409-0,3345,36809677-6,2025-04-11 13:45:00,3010000,0,0,0,0,0
2800,95208514-3,49,90438698-1,2025-04-29 08:30:00,2820245,0,0,0,0,0
2801,86209409-0,3183,86190085-8,2025-04-07 11:45:00,2132690,0,0,0,0,0
2802,86209409-0,2361,32601187-2,2025-04-06 10:30:00,3092497,0,0,0,0,0
2803,95208514-3,2157,33424109-6,2025-04-21 17:30:00,1750012,0,0,0,0,0
2804,73177104-4,398,46930558-3,2025-04-05 14:00:00,2727431,1,2,0,707,348
2805,57378727-6,246,56640243-9,2025-04-11 08:15:00,2105020,0,0,0,0,0
2806,95208514-3,1681,19557494-0,2025-04-03 11:15:00,1800999,0,0,0,0,0
2807,86209409-0,244,88755903-1,2025-04-20 16:00:00,50500,1,2,0,708,349
2808,22767738-4,681,20272755-6,2025-04-12 15:15:00,2105020,0,0,0,0,0
2809,86209409-0,2262,66747669-9,2025-04-30 16:00:00,1600123,0,0,0,0,0
2810,95208514-3,1906,50066254-1,2025-04-23 10:30:00,1600123,0,0,0,0,0
2811,57378727-6,2746,68040732-2,2025-04-16 17:00:00,2800365,0,0,0,0,0
2812,95208514-3,572,44920115-1,2025-04-13 10:00:00,2800365,0,0,0,0,0
2813,86209409-0,234,77724461-4,2025-04-12 14:00:00,3120345,0,0,0,0,0
2814,22767738-4,425,81778485-8,2025-04-09 12:30:00,2105020,1,4,0,709,0
2815,73177104-4,2827,53699466-8,2025-04-17 09:45:00,3120345,0,0,0,0,0
2816,22767738-4,2324,23572980-4,2025-04-10 09:45:00,2800365,0,0,0,0,0
2817,22767738-4,3297,74402817-6,2025-04-29 12:00:00,2132690,0,0,0,0,0
2818,86209409-0,1952,40388373-6,2025-04-12 08:15:00,3081058,0,0,0,0,0
2819,94023614-4,3481,69482795-6,2025-04-16 18:15:00,3092497,1,2,0,710,350
2820,94023614-4,2241,99921909-4,2025-04-17 15:00:00,3081058,1,4,0,711,0
2821,94023614-4,2619,21870177-9,2025-04-29 09:30:00,2820245,1,3,0,712,0
2822,73177104-4,2236,78310737-4,2025-04-18 11:45:00,35000,0,0,0,0,0
2823,95208514-3,1437,35405564-1,2025-04-11 16:15:00,50500,0,0,0,0,0
2824,57378727-6,1399,96998252-1,2025-04-28 15:00:00,3092497,1,2,0,713,351
2825,94023614-4,2344,19557494-0,2025-04-18 14:00:00,3081058,1,1,0,714,352
2826,73177104-4,2062,66264861-2,2025-04-15 16:45:00,2727431,0,0,0,0,0
2827,22767738-4,1003,49873347-8,2025-04-06 18:00:00,1800999,0,0,0,0,0
2828,73177104-4,1323,98720208-3,2025-04-24 12:00:00,2727431,1,4,0,715,0
2829,95208514-3,2007,98275857-9,2025-04-23 15:00:00,2800365,0,0,0,0,0
2830,95208514-3,125,14540200-5,2025-04-14 17:45:00,3120345,0,0,0,0,0
2831,95208514-3,1299,65660643-5,2025-04-13 16:00:00,3120345,0,0,0,0,0
2832,22767738-4,422,68316971-1,2025-04-23 14:30:00,2132690,0,0,0,0,0
2833,95208514-3,1209,74803113-9,2025-04-05 18:15:00,2800365,0,0,0,0,0
2834,86209409-0,3141,44722314-7,2025-04-12 08:30:00,2132690,0,0,0,0,0
2835,95208514-3,729,96998252-1,2025-05-02 11:30:00,2086651,0,0,0,0,0
2836,86209409-0,1178,27423273-6,2025-04-24 14:30:00,2132690,0,0,0,0,0
2837,57378727-6,81,57581646-4,2025-04-30 08:45:00,1600123,1,4,0,716,0
2838,73177104-4,413,24554256-3,2025-04-05 17:15:00,1800999,1,2,0,717,353
2839,73177104-4,3530,29962868-0,2025-04-29 13:15:00,50500,1,1,0,718,354
2840,94023614-4,2669,11592484-9,2025-04-15 13:45:00,3092497,0,0,0,0,0
2841,73177104-4,1145,96998252-1,2025-04-20 18:45:00,35000,0,0,0,0,0
2842,57378727-6,1516,15074844-0,2025-04-02 17:00:00,1750012,0,0,0,0,0
2843,73177104-4,527,53407302-6,2025-04-03 18:30:00,1800999,0,0,0,0,0
2844,22767738-4,2409,48263743-9,2025-04-16 12:45:00,2105020,0,0,0,0,0
2845,86209409-0,3201,45152877-6,2025-05-03 10:00:00,50500,0,0,0,0,0
2846,22767738-4,2161,82205587-1,2025-04-03 15:15:00,3081058,0,0,0,0,0
2847,57378727-6,694,50672725-4,2025-04-10 11:45:00,1800999,0,0,0,0,0
2848,94023614-4,3286,11852079-8,2025-04-17 16:30:00,50500,0,0,0,0,0
2849,94023614-4,2790,80061523-7,2025-04-08 09:00:00,2086651,0,0,0,0,0
2850,95208514-3,1684,66594934-8,2025-04-20 13:15:00,25300,1,1,8,0,355
2851,95208514-3,3018,92670172-1,2025-04-26 11:30:00,25300,0,0,0,0,0
2852,73177104-4,1931,14540200-5,2025-04-25 15:00:00,1750012,0,0,0,0,0
2853,22767738-4,2514,15074844-0,2025-05-01 16:30:00,3120345,0,0,0,0,0
2854,94023614-4,1810,46930558-3,2025-04-29 17:15:00,2506300,0,0,0,0,0
2855,95208514-3,376,49190437-8,2025-04-22 13:15:00,2506300,0,0,0,0,0
2856,86209409-0,2191,23788335-3,2025-04-30 09:00:00,2105020,1,4,0,719,0
2857,73177104-4,1147,40484874-8,2025-04-28 08:15:00,3092497,0,0,0,0,0
2858,73177104-4,1813,65484630-3,2025-04-01 16:00:00,2105020,0,0,0,0,0
2859,22767738-4,3023,51009521-0,2025-04-16 08:30:00,1800999,1,4,0,720,0
2860,86209409-0,3226,51072055-5,2025-04-12 13:45:00,2105020,0,0,0,0,0
2861,73177104-4,341,22519178-2,2025-04-19 15:45:00,3238968,0,0,0,0,0
2862,22767738-4,2438,61617949-1,2025-04-23 15:15:00,3120345,0,0,0,0,0
2863,57378727-6,3347,49261253-8,2025-04-23 10:30:00,2506300,0,0,0,0,0
2864,94023614-4,2065,16226259-9,2025-04-25 10:45:00,35000,1,3,0,0,0
2865,22767738-4,1370,88755903-1,2025-04-17 17:15:00,3120345,0,0,0,0,0
2866,22767738-4,28,12457845-7,2025-04-19 09:45:00,3010000,0,0,0,0,0
2867,94023614-4,935,93738834-2,2025-04-06 08:30:00,1800999,1,3,0,721,0
2868,95208514-3,3344,93738834-2,2025-04-21 11:30:00,2800365,1,1,0,722,356
2869,57378727-6,3643,51263568-1,2025-04-25 13:45:00,3092497,1,4,0,723,0
2870,95208514-3,2787,60334032-8,2025-04-26 11:15:00,1800999,0,0,0,0,0
2871,22767738-4,1851,19557494-0,2025-04-21 17:30:00,2506300,0,0,0,0,0
2872,86209409-0,788,59765653-7,2025-04-26 08:15:00,2800365,1,1,0,724,357
2873,94023614-4,3209,56640243-9,2025-04-13 09:15:00,1750012,1,1,0,725,358
2874,95208514-3,22,14875579-3,2025-04-17 11:45:00,25300,0,0,0,0,0
2875,86209409-0,844,22212788-6,2025-04-30 15:45:00,3092497,1,2,0,726,359
2876,73177104-4,529,46930558-3,2025-04-28 18:30:00,2105020,1,2,0,727,360
2877,95208514-3,3157,75006543-8,2025-04-18 08:45:00,3081058,0,0,0,0,0
2878,57378727-6,888,22212788-6,2025-04-08 14:45:00,2800365,0,0,0,0,0
2879,22767738-4,2951,13087595-1,2025-04-06 13:00:00,2086651,0,0,0,0,0
2880,22767738-4,3660,58501550-1,2025-04-27 16:15:00,1600123,0,0,0,0,0
2881,86209409-0,2286,22519178-2,2025-04-08 08:00:00,3238968,0,0,0,0,0
2882,94023614-4,352,88755903-1,2025-04-30 16:30:00,2105020,0,0,0,0,0
2883,94023614-4,2159,14100953-3,2025-04-09 08:15:00,1750012,0,0,0,0,0
2884,73177104-4,2271,83733104-2,2025-04-29 11:15:00,2105020,1,4,0,728,0
2885,94023614-4,1269,10615206-0,2025-04-27 18:30:00,2086651,0,0,0,0,0
2886,95208514-3,1716,11592484-9,2025-04-18 10:00:00,3081058,0,0,0,0,0
2887,73177104-4,3497,84295710-6,2025-04-11 14:45:00,2132690,0,0,0,0,0
2888,86209409-0,2300,99921909-4,2025-04-09 09:30:00,2820245,0,0,0,0,0
2889,95208514-3,2700,61617949-1,2025-04-28 08:30:00,3120345,1,1,0,729,361
2890,94023614-4,3260,74402817-6,2025-04-25 14:45:00,2506300,1,4,0,730,0
2891,57378727-6,2305,92670172-1,2025-04-26 11:30:00,2105020,0,0,0,0,0
2892,94023614-4,1861,65999494-0,2025-04-13 15:30:00,35000,0,0,0,0,0
2893,94023614-4,104,87722745-4,2025-04-25 11:30:00,1750012,0,0,0,0,0
2894,73177104-4,3635,37640277-4,2025-05-01 16:30:00,2105020,0,0,0,0,0
2895,95208514-3,881,33791677-0,2025-04-07 18:30:00,25300,1,3,9,0,0
2896,95208514-3,1498,15347792-3,2025-04-21 08:15:00,3238968,0,0,0,0,0
2897,86209409-0,1045,15074844-0,2025-04-29 12:30:00,2800365,0,0,0,0,0
2898,57378727-6,2905,44722314-7,2025-04-05 17:15:00,3081058,0,0,0,0,0
2899,86209409-0,3162,98275857-9,2025-04-17 18:15:00,3238968,1,2,0,731,362
2900,94023614-4,74,98967597-1,2025-04-04 11:30:00,3081058,1,4,0,732,0
2901,95208514-3,2532,67552699-5,2025-04-11 13:15:00,1600123,0,0,0,0,0
2902,22767738-4,2751,59604556-2,2025-05-01 15:45:00,2132690,1,4,0,733,0
2903,73177104-4,3020,30263166-2,2025-04-01 15:00:00,1800999,0,0,0,0,0
2904,57378727-6,589,30263166-2,2025-04-24 08:45:00,1800999,0,0,0,0,0
2905,57378727-6,1052,60593511-0,2025-04-29 17:45:00,3092497,0,0,0,0,0
2906,86209409-0,371,12031991-9,2025-04-13 13:45:00,3081058,1,1,0,734,363
2907,86209409-0,3049,51263568-1,2025-04-04 18:30:00,3120345,0,0,0,0,0
2908,22767738-4,708,87751822-9,2025-04-15 11:15:00,2727431,0,0,0,0,0
2909,57378727-6,2681,79018541-2,2025-04-30 15:45:00,3081058,1,3,0,735,0
2910,57378727-6,2294,95838628-5,2025-04-08 09:30:00,2105020,0,0,0,0,0
2911,86209409-0,1921,97926155-6,2025-04-27 16:45:00,50500,0,0,0,0,0
2912,57378727-6,1218,81164868-4,2025-04-17 12:00:00,2820245,1,2,0,736,364
2913,86209409-0,1693,32818392-4,2025-04-08 17:00:00,3120345,0,0,0,0,0
2914,73177104-4,776,11981843-5,2025-04-15 13:15:00,2132690,1,4,0,737,0
2915,73177104-4,3258,74803113-9,2025-04-12 09:00:00,2820245,0,0,0,0,0
2916,73177104-4,570,93827792-4,2025-04-11 16:15:00,3010000,0,0,0,0,0
2917,73177104-4,2555,32818392-4,2025-04-22 15:15:00,2506300,0,0,0,0,0
2918,73177104-4,483,46930558-3,2025-04-10 10:00:00,1750012,0,0,0,0,0
2919,73177104-4,525,76332098-2,2025-04-05 18:15:00,2727431,0,0,0,0,0
2920,22767738-4,2138,60593511-0,2025-04-30 16:15:00,2800365,0,0,0,0,0
2921,94023614-4,2871,75006543-8,2025-04-04 13:00:00,2506300,1,1,0,738,365
2922,86209409-0,1899,32043482-6,2025-04-12 12:00:00,35000,0,0,0,0,0
2923,94023614-4,1528,81778485-8,2025-04-17 09:00:00,2086651,0,0,0,0,0
2924,94023614-4,1856,58074747-6,2025-04-09 10:30:00,3238968,0,0,0,0,0
2925,73177104-4,73,21774192-3,2025-04-03 09:30:00,2132690,0,0,0,0,0
2926,86209409-0,1749,44722314-7,2025-04-18 08:30:00,3120345,0,0,0,0,0
2927,94023614-4,2728,31950796-6,2025-04-27 17:00:00,2820245,1,3,0,739,0
2928,57378727-6,2693,93827792-4,2025-04-29 18:45:00,2727431,0,0,0,0,0
2929,22767738-4,918,63952204-2,2025-04-27 16:15:00,2105020,0,0,0,0,0
2930,94023614-4,2257,15869307-3,2025-05-02 17:30:00,2105020,0,0,0,0,0
2931,73177104-4,3303,48322668-8,2025-03-31 15:45:00,2800365,1,1,0,740,366
2932,95208514-3,1023,15074844-0,2025-04-16 17:15:00,3010000,0,0,0,0,0
2933,22767738-4,459,57891601-9,2025-04-21 17:45:00,3081058,1,2,0,741,367
2934,57378727-6,1666,63708168-9,2025-04-25 17:30:00,2800365,0,0,0,0,0
2935,73177104-4,2822,75563674-2,2025-04-23 17:45:00,2727431,1,2,0,742,368
2936,95208514-3,3299,41515034-6,2025-04-29 08:15:00,3092497,0,0,0,0,0
2937,94023614-4,3073,75006543-8,2025-04-14 13:00:00,2727431,0,0,0,0,0
2938,57378727-6,3304,45623694-9,2025-04-02 17:30:00,2800365,0,0,0,0,0
2939,95208514-3,2888,37035246-9,2025-04-11 08:00:00,2727431,0,0,0,0,0
2940,86209409-0,789,93738834-2,2025-04-25 17:30:00,1800999,1,1,0,743,369
2941,73177104-4,1134,48322668-8,2025-04-26 11:45:00,1800999,0,0,0,0,0
2942,57378727-6,477,17973044-7,2025-04-10 17:00:00,2086651,0,0,0,0,0
2943,86209409-0,3381,55322795-0,2025-04-09 11:15:00,2086651,0,0,0,0,0
2944,95208514-3,1341,38324156-4,2025-04-03 10:30:00,2820245,0,0,0,0,0
2945,94023614-4,1628,66264861-2,2025-04-23 15:30:00,2820245,0,0,0,0,0
2946,73177104-4,3519,45152877-6,2025-04-12 17:30:00,3238968,1,1,0,744,370
2947,86209409-0,3274,94761985-0,2025-04-07 17:30:00,2727431,0,0,0,0,0
2948,95208514-3,1122,78310737-4,2025-04-02 11:45:00,2800365,0,0,0,0,0
2949,86209409-0,257,45623694-9,2025-04-21 14:00:00,3092497,1,3,0,745,0
2950,95208514-3,1317,66264861-2,2025-04-12 15:00:00,1800999,0,0,0,0,0
2951,22767738-4,2977,65660643-5,2025-04-11 11:15:00,50500,0,0,0,0,0
2952,86209409-0,1442,49197992-8,2025-04-10 08:45:00,2086651,1,2,0,746,371
2953,95208514-3,224,77724461-4,2025-04-21 17:00:00,2086651,0,0,0,0,0
2954,73177104-4,2795,65012894-9,2025-04-08 14:15:00,50500,0,0,0,0,0
2955,22767738-4,651,63958627-0,2025-04-05 14:45:00,1750012,0,0,0,0,0
2956,73177104-4,446,65310865-3,2025-04-03 12:45:00,3081058,0,0,0,0,0
2957,22767738-4,3641,37035246-9,2025-04-15 09:45:00,1600123,0,0,0,0,0
2958,73177104-4,3087,70812597-6,2025-05-02 09:15:00,2086651,0,0,0,0,0
2959,86209409-0,100,30716561-0,2025-04-23 11:15:00,2800365,0,0,0,0,0
2960,57378727-6,1937,27470077-6,2025-04-21 12:00:00,3092497,0,0,0,0,0
2961,57378727-6,3442,21774192-3,2025-04-24 08:00:00,1600123,0,0,0,0,0
2962,86209409-0,2273,48322668-8,2025-04-20 11:00:00,2506300,1,2,0,747,372
2963,94023614-4,530,78785402-2,2025-04-25 10:30:00,3010000,1,2,0,748,373
2964,94023614-4,875,65310865-3,2025-04-04 10:15:00,2132690,0,0,0,0,0
2965,86209409-0,415,45056798-6,2025-04-25 11:15:00,3120345,0,0,0,0,0
2966,86209409-0,1711,14540200-5,2025-04-18 11:45:00,2105020,1,4,0,749,0
2967,95208514-3,2225,64355233-5,2025-04-23 11:00:00,2727431,0,0,0,0,0
2968,57378727-6,3472,24554256-3,2025-04-11 14:45:00,2086651,1,1,0,750,374
2969,86209409-0,3532,69482795-6,2025-04-28 15:15:00,3238968,0,0,0,0,0
2970,73177104-4,3191,65310865-3,2025-04-05 15:00:00,2105020,0,0,0,0,0
2971,94023614-4,2911,23572980-4,2025-04-18 08:30:00,2132690,0,0,0,0,0
2972,22767738-4,3083,33469812-2,2025-04-16 18:30:00,2132690,1,1,0,751,375
2973,73177104-4,3236,74803113-9,2025-04-26 12:45:00,3120345,0,0,0,0,0
2974,94023614-4,2494,45475720-7,2025-04-15 14:15:00,2800365,0,0,0,0,0
2975,57378727-6,2063,78310737-4,2025-04-26 09:45:00,3238968,0,0,0,0,0
2976,73177104-4,2592,37640277-4,2025-04-06 17:15:00,3238968,1,4,0,752,0
2977,57378727-6,1868,80062558-9,2025-04-21 09:45:00,3081058,0,0,0,0,0
2978,73177104-4,2856,48322668-8,2025-04-08 17:45:00,2132690,0,0,0,0,0
2979,94023614-4,2397,48411300-7,2025-04-27 12:30:00,2820245,0,0,0,0,0
2980,22767738-4,1412,89066256-8,2025-04-14 11:45:00,3081058,1,1,0,753,376
2981,22767738-4,118,93827792-4,2025-04-07 11:15:00,3092497,0,0,0,0,0
2982,94023614-4,3123,98275857-9,2025-04-17 17:00:00,2800365,1,4,0,754,0
2983,94023614-4,3004,65660643-5,2025-04-29 18:00:00,50500,1,1,0,755,377
2984,86209409-0,835,64355233-5,2025-04-01 11:45:00,35000,0,0,0,0,0
2985,95208514-3,3361,14875579-3,2025-04-25 10:45:00,2086651,0,0,0,0,0
2986,86209409-0,865,44722314-7,2025-04-03 15:15:00,2132690,0,0,0,0,0
2987,73177104-4,143,53039267-4,2025-04-24 11:45:00,2132690,1,2,0,756,378
2988,22767738-4,642,16251209-1,2025-04-20 12:15:00,2506300,1,1,0,757,379
2989,95208514-3,1452,87751822-9,2025-04-22 13:15:00,1600123,0,0,0,0,0
2990,94023614-4,1238,48863238-8,2025-04-18 09:15:00,2820245,0,0,0,0,0
2991,57378727-6,2474,46930558-3,2025-04-12 09:00:00,35000,0,0,0,0,0
2992,57378727-6,75,61864673-3,2025-04-26 16:00:00,3081058,0,0,0,0,0
2993,22767738-4,2401,81164868-4,2025-04-12 10:00:00,3081058,0,0,0,0,0
2994,95208514-3,1994,37640277-4,2025-04-11 13:00:00,1600123,1,3,0,758,0
2995,95208514-3,2245,32601187-2,2025-04-10 10:00:00,1600123,1,4,0,759,0
2996,73177104-4,3526,97372190-1,2025-04-13 13:15:00,3010000,0,0,0,0,0
2997,86209409-0,169,27075358-5,2025-05-01 17:15:00,3081058,0,0,0,0,0
2998,94023614-4,3591,17973044-7,2025-04-14 09:00:00,50500,0,0,0,0,0
2999,22767738-4,2315,70812597-6,2025-04-28 15:15:00,1600123,0,0,0,0,0
3000,73177104-4,839,80061523-7,2025-04-10 13:00:00,2105020,0,0,0,0,0
3001,95208514-3,2024,45846060-8,2025-04-29 18:30:00,2086651,0,0,0,0,0
3002,57378727-6,1180,12429516-4,2025-04-28 11:15:00,2506300,0,0,0,0,0
3003,95208514-3,595,89765444-6,2025-04-17 11:00:00,2105020,0,0,0,0,0
3004,86209409-0,63,79159576-1,2025-04-16 13:45:00,2506300,0,0,0,0,0
3005,22767738-4,3249,12031991-9,2025-04-13 11:15:00,1600123,0,0,0,0,0
3006,22767738-4,185,85033698-2,2025-04-11 12:15:00,3010000,1,2,0,760,380
3007,57378727-6,1699,24554256-3,2025-04-26 11:30:00,3092497,0,0,0,0,0
3008,22767738-4,2656,45846060-8,2025-04-25 12:15:00,2727431,0,0,0,0,0
3009,22767738-4,1537,70414825-8,2025-04-09 13:45:00,2820245,0,0,0,0,0
3010,57378727-6,799,81164868-4,2025-04-14 13:30:00,2132690,0,0,0,0,0
3011,73177104-4,3534,46930558-3,2025-04-15 13:45:00,2132690,1,2,0,761,381
3012,95208514-3,122,14875579-3,2025-04-06 15:30:00,2820245,0,0,0,0,0
3013,22767738-4,1491,94152364-3,2025-04-19 08:45:00,2727431,0,0,0,0,0
3014,94023614-4,1748,12031991-9,2025-04-26 17:30:00,1600123,0,0,0,0,0
3015,22767738-4,908,21398093-5,2025-04-15 16:15:00,2105020,0,0,0,0,0
3016,94023614-4,2345,45955017-8,2025-04-11 11:15:00,2727431,0,0,0,0,0
3017,57378727-6,1245,90942860-9,2025-04-24 13:45:00,35000,0,0,0,0,0
3018,95208514-3,1541,84638972-5,2025-04-08 08:00:00,2820245,0,0,0,0,0
3019,86209409-0,1843,66747669-9,2025-04-26 12:30:00,2132690,1,2,0,762,382
3020,73177104-4,2158,29962868-0,2025-04-15 14:15:00,2132690,0,0,0,0,0
3021,57378727-6,65,19557494-0,2025-05-02 08:45:00,2086651,0,0,0,0,0
3022,95208514-3,2503,33791677-0,2025-04-13 17:45:00,3120345,0,0,0,0,0
3023,73177104-4,1680,38196101-9,2025-04-12 18:15:00,2820245,0,0,0,0,0
3024,86209409-0,2872,68040732-2,2025-04-20 08:00:00,2800365,1,3,0,763,0
3025,95208514-3,2802,40388373-6,2025-04-02 18:30:00,2132690,0,0,0,0,0
3026,86209409-0,3013,90160627-1,2025-04-24 08:45:00,2800365,0,0,0,0,0
3027,22767738-4,1223,95431346-9,2025-04-09 12:45:00,3092497,0,0,0,0,0
3028,94023614-4,1093,91096368-2,2025-04-12 10:30:00,3081058,0,0,0,0,0
3029,95208514-3,1314,49190437-8,2025-04-21 18:30:00,3092497,0,0,0,0,0
3030,57378727-6,1564,45475720-7,2025-04-13 17:45:00,1750012,0,0,0,0,0
3031,95208514-3,1331,87751822-9,2025-04-15 15:30:00,2132690,0,0,0,0,0
3032,73177104-4,2129,16226259-9,2025-04-16 15:45:00,1800999,1,4,0,764,0
3033,86209409-0,2110,15347792-3,2025-04-09 18:00:00,2506300,0,0,0,0,0
3034,22767738-4,3267,50066254-1,2025-04-04 12:15:00,2820245,0,0,0,0,0
3035,94023614-4,1485,90788070-1,2025-04-13 16:30:00,2506300,0,0,0,0,0
3036,95208514-3,2155,37640277-4,2025-04-06 14:30:00,1600123,0,0,0,0,0
3037,95208514-3,2465,28841318-9,2025-04-27 16:15:00,2727431,0,0,0,0,0
3038,57378727-6,578,65310865-3,2025-04-11 17:30:00,1750012,0,0,0,0,0
3039,86209409-0,69,59765653-7,2025-04-25 17:00:00,1600123,1,4,0,765,0
3040,57378727-6,1845,36428633-7,2025-04-12 16:15:00,2800365,0,0,0,0,0
3041,57378727-6,2022,43024906-8,2025-04-13 18:30:00,2820245,0,0,0,0,0
3042,95208514-3,2298,72795772-4,2025-04-29 12:45:00,1800999,0,0,0,0,0
3043,86209409-0,1071,21398093-5,2025-04-17 12:30:00,1750012,1,3,0,766,0
3044,73177104-4,165,99352036-1,2025-04-04 14:15:00,2727431,1,1,0,767,383
3045,86209409-0,1434,94361312-4,2025-04-23 13:45:00,2800365,0,0,0,0,0
3046,73177104-4,1332,49873347-8,2025-04-11 12:15:00,1750012,1,2,0,768,384
3047,22767738-4,3567,30263166-2,2025-04-12 16:00:00,3092497,0,0,0,0,0
3048,22767738-4,1287,20940665-3,2025-04-08 15:00:00,3092497,0,0,0,0,0
3049,73177104-4,3247,59644030-9,2025-05-01 13:00:00,2820245,0,0,0,0,0
3050,57378727-6,148,98275857-9,2025-04-14 09:30:00,50500,1,4,0,769,0
3051,22767738-4,2847,53337367-3,2025-04-29 18:00:00,2086651,1,3,0,770,0
3052,94023614-4,172,14540200-5,2025-04-16 15:45:00,2727431,0,0,0,0,0
3053,86209409-0,2117,78310737-4,2025-04-10 15:45:00,35000,1,2,0,0,385
3054,57378727-6,3294,26529183-7,2025-04-09 10:45:00,3238968,0,0,0,0,0
3055,73177104-4,99,49190437-8,2025-04-10 11:00:00,1750012,0,0,0,0,0
