numero,id_hora,rut_paciente,fecha_hora,comentario
2772,284,98041254-1,2025-04-03 16:15:00,Realizacion de cirugia ortopedica
2773,2901,32043482-6,2025-04-21 09:00:00,Realizacion de cirugia neurologica
2774,1050,74803113-9,2025-04-30 15:45:00,Realizacion de cirugia otorrinolaringologica
2775,216,79018541-2,2025-04-15 13:00:00,Realizacion de cirugia otorrinolaringologica
2776,2144,25422399-6,2025-04-30 13:15:00,Realizacion de cirugia plastica
2777,3114,78662663-0,2025-04-23 11:30:00,Revision de cicatriz postoperatoria
2778,3159,65484630-3,2025-04-11 16:30:00,Realizacion de cirugia en torax
2779,3214,11981843-5,2025-04-22 14:00:00,Revision de cicatriz postoperatoria
2780,2204,91766615-6,2025-05-01 10:30:00,Realizacion de cirugia abdominal
2781,2107,95838628-5,2025-04-02 13:45:00,Realizacion de cirugia plastica
2782,3628,15869307-3,2025-04-02 15:45:00,Solicitud de radiografia
2783,2167,99352036-1,2025-04-28 09:30:00,Realizacion de cirugia en torax
2784,2795,65012894-9,2025-04-10 14:15:00,Dolor abdominal y nauseas
2785,883,44480804-6,2025-04-04 13:15:00,Realizacion de cirugia otorrinolaringologica
2786,3453,84295710-6,2025-04-15 18:15:00,Realizacion de cirugia plastica
2787,2792,68316971-1,2025-04-23 14:15:00,Realizacion de cirugia ortopedica
2788,1553,58501550-1,2025-04-03 08:15:00,Realizacion de cirugia renal
2789,3422,43959822-2,2025-04-13 08:45:00,Realizacion de cirugia plastica
2790,444,28841318-9,2025-04-07 14:15:00,Realizacion de cirugia en torax
2791,2698,45056798-6,2025-04-05 14:00:00,Realizacion de cirugia neurologica
2792,1549,97980836-2,2025-04-06 18:30:00,Dolor abdominal y nauseas
2793,1255,59604556-2,2025-04-06 16:00:00,Dolor abdominal y nauseas
2794,3209,56640243-9,2025-04-15 09:15:00,Realizacion de cirugia neurologica
2795,3646,50066254-1,2025-04-07 15:00:00,Realizacion de cirugia neurologica
2796,3539,55790193-3,2025-04-11 12:45:00,Realizacion de cirugia ortopedica
2797,1513,19557494-0,2025-05-01 08:30:00,Realizacion de cirugia abdominal
2798,873,78943450-5,2025-04-27 08:15:00,Realizacion de cirugia otorrinolaringologica
2799,877,20940665-3,2025-04-06 14:45:00,Realizacion de cirugia en torax
2800,1773,36428633-7,2025-04-22 11:15:00,Realizacion de cirugia ortopedica
2801,1270,78803927-1,2025-04-12 17:00:00,Realizacion de cirugia abdominal
2802,2315,70812597-6,2025-04-26 15:15:00,Realizacion de cirugia otorrinolaringologica
2803,1290,63958627-0,2025-04-25 08:30:00,Realizacion de cirugia renal
2804,3414,90438698-1,2025-04-19 17:30:00,Realizacion de cirugia otorrinolaringologica
2805,1896,82205587-1,2025-04-28 10:45:00,Realizacion de cirugia abdominal
2806,1505,68316971-1,2025-04-14 16:15:00,Revision de cicatriz postoperatoria
2807,1002,96253618-2,2025-04-11 09:15:00,Realizacion de cirugia otorrinolaringologica
2808,1133,40884415-9,2025-04-16 10:30:00,Realizacion de cirugia en torax
2809,2147,60334032-8,2025-04-12 10:45:00,Realizacion de cirugia en torax
2810,3631,42856973-7,2025-04-07 08:00:00,Realizacion de cirugia renal
2811,3064,63952204-2,2025-04-02 17:15:00,Realizacion de cirugia neurologica
2812,1064,19557494-0,2025-04-22 18:45:00,Realizacion de cirugia cardiovascular
2813,3564,49291952-0,2025-04-07 09:30:00,Consulta general
2814,3099,90942860-9,2025-04-18 11:30:00,Realizacion de cirugia abdominal
2815,1866,69145853-7,2025-04-05 18:45:00,Realizacion de cirugia neurologica
2816,322,27423273-6,2025-04-18 10:15:00,Realizacion de cirugia plastica
2817,1442,49197992-8,2025-04-11 08:45:00,Realizacion de cirugia abdominal
2818,2424,72795772-4,2025-04-22 11:15:00,Realizacion de cirugia neurologica
2819,2288,43024906-8,2025-04-20 16:00:00,Realizacion de cirugia renal
2820,573,11592484-9,2025-04-16 08:30:00,Realizacion de cirugia ortopedica
2821,594,94361312-4,2025-04-09 11:45:00,Realizacion de cirugia cardiovascular
2822,521,36428633-7,2025-04-26 16:45:00,Realizacion de cirugia renal
2823,755,63708168-9,2025-04-11 08:45:00,Realizacion de cirugia plastica
2824,1310,45955017-8,2025-04-14 18:00:00,Realizacion de cirugia en torax
2825,1854,57891601-9,2025-04-04 12:15:00,Realizacion de cirugia neurologica
2826,1363,15074844-0,2025-04-03 15:00:00,Problemas respiratorios
2827,1261,40521119-8,2025-04-23 11:45:00,Realizacion de cirugia cardiovascular
2828,1797,22212788-6,2025-04-05 18:15:00,Realizacion de cirugia ortopedica
2829,64,27075358-5,2025-04-07 14:30:00,Realizacion de cirugia ortopedica
2830,2703,66264861-2,2025-04-25 12:15:00,Realizacion de cirugia en torax
2831,3331,40484874-8,2025-05-01 15:30:00,Realizacion de cirugia ortopedica
2832,256,94152364-3,2025-04-05 16:15:00,Realizacion de cirugia en torax
2833,2565,72222830-6,2025-04-16 10:15:00,Revision de cicatriz postoperatoria
2834,242,20953102-0,2025-05-01 12:15:00,Realizacion de cirugia neurologica
2835,1686,84295710-6,2025-04-24 17:45:00,Realizacion de cirugia neurologica
2836,2737,22769853-9,2025-04-02 14:15:00,Realizacion de cirugia en torax
2837,2171,11458745-0,2025-04-10 18:45:00,Problemas respiratorios
2838,311,53375085-5,2025-04-11 18:45:00,Realizacion de cirugia renal
2839,2242,86332222-2,2025-04-11 13:00:00,Realizacion de cirugia cardiovascular
2840,2227,67552699-5,2025-04-23 18:30:00,Realizacion de cirugia ortopedica
2841,2875,81778485-8,2025-04-26 13:00:00,Realizacion de cirugia plastica
2842,668,23788335-3,2025-04-20 11:15:00,Realizacion de cirugia plastica
2843,654,82205587-1,2025-04-04 18:30:00,Realizacion de cirugia cardiovascular
2844,443,49261253-8,2025-04-05 10:15:00,Realizacion de cirugia otorrinolaringologica
2845,1446,12802093-1,2025-04-27 16:30:00,Realizacion de cirugia en torax
2846,1855,46930558-3,2025-04-02 14:15:00,Solicitud de radiografia
2847,2687,66594934-8,2025-04-13 13:15:00,Realizacion de cirugia abdominal
2848,2342,52872009-7,2025-04-15 12:00:00,Realizacion de cirugia en torax
2849,173,62237414-5,2025-04-23 12:00:00,Realizacion de cirugia renal
2850,397,94761985-0,2025-04-28 18:00:00,Realizacion de cirugia plastica
2851,796,59604556-2,2025-04-15 13:30:00,Realizacion de cirugia renal
2852,2923,56565081-1,2025-04-19 15:15:00,Realizacion de cirugia renal
2853,1059,79159576-1,2025-04-04 13:30:00,Realizacion de cirugia cardiovascular
2854,3122,84638972-5,2025-04-27 12:30:00,Realizacion de cirugia ortopedica
2855,925,65999494-0,2025-04-27 15:15:00,Realizacion de cirugia neurologica
2856,3373,14100953-3,2025-04-17 09:45:00,Realizacion de cirugia plastica
2857,610,25939458-6,2025-04-03 17:00:00,Realizacion de cirugia neurologica
2858,3269,55223444-3,2025-04-04 10:45:00,Realizacion de cirugia renal
2859,2304,98967597-1,2025-04-18 09:30:00,Realizacion de cirugia abdominal
2860,2979,35405564-1,2025-04-22 12:45:00,Realizacion de cirugia abdominal
2861,2145,46930558-3,2025-04-09 14:00:00,Realizacion de cirugia ortopedica
2862,2729,88755903-1,2025-04-05 12:30:00,Realizacion de cirugia otorrinolaringologica
2863,1944,80062558-9,2025-04-26 16:45:00,Realizacion de cirugia neurologica
2864,664,90160627-1,2025-04-11 09:45:00,Realizacion de cirugia plastica
2865,1792,59644030-9,2025-04-22 17:30:00,Realizacion de cirugia neurologica
2866,3275,58501550-1,2025-04-10 09:45:00,Realizacion de cirugia ortopedica
2867,1585,78785402-2,2025-04-15 11:00:00,Realizacion de cirugia renal
2868,2688,90889318-2,2025-04-11 14:00:00,Realizacion de cirugia otorrinolaringologica
2869,1217,90788070-1,2025-04-20 10:15:00,Realizacion de cirugia renal
2870,124,91766615-6,2025-04-26 17:15:00,Realizacion de cirugia otorrinolaringologica
2871,47,48863238-8,2025-04-23 10:30:00,Realizacion de cirugia renal
2872,2700,61617949-1,2025-04-29 08:30:00,Realizacion de cirugia cardiovascular
2873,674,38867100-7,2025-04-07 10:30:00,Realizacion de cirugia renal
2874,2124,57891601-9,2025-04-06 14:45:00,Realizacion de cirugia ortopedica
2875,29,68234030-5,2025-04-18 16:15:00,Realizacion de cirugia neurologica
2876,1526,34310135-9,2025-04-28 17:30:00,Realizacion de cirugia neurologica
2877,2241,99921909-4,2025-04-15 15:00:00,Realizacion de cirugia cardiovascular
2878,3449,93827792-4,2025-04-18 11:45:00,Realizacion de cirugia cardiovascular
2879,1999,25811298-1,2025-04-02 11:15:00,Realizacion de cirugia plastica
2880,1538,48322668-8,2025-04-27 17:15:00,Realizacion de cirugia ortopedica
2881,3240,94361312-4,2025-04-29 17:00:00,Solicitud de radiografia
2882,930,48863238-8,2025-04-23 14:30:00,Realizacion de cirugia cardiovascular
2883,1189,65999494-0,2025-04-09 18:45:00,Realizacion de cirugia en torax
2884,2003,12457845-7,2025-04-29 15:00:00,Realizacion de cirugia plastica
2885,2030,19557494-0,2025-04-02 15:30:00,Realizacion de cirugia abdominal
2886,3104,17973044-7,2025-04-16 18:45:00,Realizacion de cirugia cardiovascular
2887,3319,48115949-8,2025-04-24 15:15:00,Realizacion de cirugia neurologica
2888,1589,55643376-9,2025-04-17 13:30:00,Realizacion de cirugia plastica
2889,227,84638972-5,2025-04-09 12:15:00,Realizacion de cirugia plastica
2890,2570,65310865-3,2025-04-04 18:00:00,Realizacion de cirugia renal
2891,2586,78310737-4,2025-04-09 13:45:00,Realizacion de cirugia en torax
2892,2770,48322668-8,2025-04-10 17:15:00,Realizacion de cirugia cardiovascular
2893,1632,45152877-6,2025-04-20 12:15:00,Realizacion de cirugia en torax
2894,2789,48263743-9,2025-04-02 10:00:00,Realizacion de cirugia renal
2895,2512,44920115-1,2025-04-15 08:00:00,Realizacion de cirugia en torax
2896,2433,25811298-1,2025-04-07 14:30:00,Realizacion de cirugia neurologica
2897,1161,10615206-0,2025-04-11 09:30:00,Realizacion de cirugia en torax
2898,2333,39145977-2,2025-04-03 14:30:00,Realizacion de cirugia en torax
2899,270,25939458-6,2025-04-16 09:15:00,Realizacion de cirugia plastica
2900,2636,80061523-7,2025-04-20 11:45:00,Realizacion de cirugia plastica
2901,3556,75833080-6,2025-04-21 14:15:00,Realizacion de cirugia plastica
2902,379,89066256-8,2025-04-06 15:30:00,Realizacion de cirugia renal
2903,108,28841318-9,2025-04-19 13:45:00,Realizacion de cirugia plastica
2904,864,11458745-0,2025-04-03 13:15:00,Realizacion de cirugia en torax
2905,2139,67552699-5,2025-04-07 17:30:00,Realizacion de cirugia cardiovascular
2906,1145,96998252-1,2025-04-22 18:45:00,Dolor abdominal y nauseas
2907,34,24441102-3,2025-04-19 12:00:00,Realizacion de cirugia ortopedica
2908,2630,77121423-7,2025-04-21 13:30:00,Realizacion de cirugia ortopedica
2909,875,65310865-3,2025-04-04 10:15:00,Realizacion de cirugia renal
2910,1910,83733104-2,2025-04-14 10:15:00,Realizacion de cirugia plastica
2911,1941,63952204-2,2025-04-12 15:15:00,Realizacion de cirugia neurologica
2912,1849,81164868-4,2025-04-16 13:30:00,Realizacion de cirugia neurologica
2913,597,72795772-4,2025-04-07 18:45:00,Realizacion de cirugia plastica
2914,3659,57581646-4,2025-04-14 14:30:00,Consulta general
2915,651,63958627-0,2025-04-03 14:45:00,Realizacion de cirugia neurologica
2916,3227,26529183-7,2025-04-10 13:45:00,Realizacion de cirugia neurologica
2917,1817,29962868-0,2025-04-08 10:45:00,Realizacion de cirugia neurologica
2918,3132,67384344-0,2025-04-03 16:15:00,Realizacion de cirugia renal
2919,2811,55322795-0,2025-04-08 11:30:00,Realizacion de cirugia en torax
2920,1351,46930558-3,2025-04-11 12:00:00,Realizacion de cirugia ortopedica
2921,779,14540200-5,2025-04-24 10:30:00,Realizacion de cirugia cardiovascular
2922,2480,78093216-6,2025-04-07 12:45:00,Realizacion de cirugia en torax
2923,549,75006543-8,2025-04-23 10:45:00,Realizacion de cirugia plastica
2924,1218,81164868-4,2025-04-15 12:00:00,Realizacion de cirugia neurologica
2925,3471,97980836-2,2025-04-04 11:30:00,Realizacion de cirugia en torax
2926,378,98275857-9,2025-04-11 16:15:00,Realizacion de cirugia en torax
2927,3157,75006543-8,2025-04-17 08:45:00,Realizacion de cirugia en torax
2928,3208,12429516-4,2025-04-06 10:45:00,Realizacion de cirugia abdominal
2929,243,73899711-4,2025-04-03 14:15:00,Realizacion de cirugia neurologica
2930,3043,49261253-8,2025-04-17 17:00:00,Realizacion de cirugia en torax
2931,2260,77724461-4,2025-04-25 17:00:00,Revision de cicatriz postoperatoria
2932,2105,40388373-6,2025-04-05 08:00:00,Realizacion de cirugia en torax
2933,1592,37035246-9,2025-05-01 17:30:00,Realizacion de cirugia abdominal
2934,1887,67260949-6,2025-04-30 08:15:00,Realizacion de cirugia abdominal
2935,3124,26529183-7,2025-04-15 16:30:00,Realizacion de cirugia otorrinolaringologica
2936,3586,45955017-8,2025-04-26 08:15:00,Realizacion de cirugia renal
2937,323,64355233-5,2025-04-29 18:30:00,Realizacion de cirugia plastica
2938,3519,45152877-6,2025-04-13 17:30:00,Realizacion de cirugia renal
2939,1620,60334032-8,2025-04-12 12:15:00,Realizacion de cirugia otorrinolaringologica
2940,947,80062558-9,2025-04-23 11:15:00,Realizacion de cirugia otorrinolaringologica
2941,1664,53039267-4,2025-04-22 14:00:00,Realizacion de cirugia abdominal
2942,2898,60334032-8,2025-05-01 11:15:00,Realizacion de cirugia otorrinolaringologica
2943,948,46367453-0,2025-04-20 11:00:00,Realizacion de cirugia abdominal
2944,1669,59644030-9,2025-04-16 14:00:00,Realizacion de cirugia neurologica
2945,2735,45623694-9,2025-04-15 10:00:00,Realizacion de cirugia en torax
2946,1454,86853828-8,2025-04-04 08:45:00,Realizacion de cirugia cardiovascular
2947,3011,14875579-3,2025-04-08 10:00:00,Realizacion de cirugia abdominal
2948,40,60593511-0,2025-04-21 18:15:00,Realizacion de cirugia en torax
2949,817,79159576-1,2025-04-16 17:00:00,Realizacion de cirugia neurologica
2950,2632,37602034-5,2025-04-20 12:00:00,Realizacion de cirugia otorrinolaringologica
2951,2527,35405564-1,2025-04-23 09:00:00,Realizacion de cirugia en torax
2952,229,22769853-9,2025-04-12 17:00:00,Realizacion de cirugia neurologica
2953,3068,60334032-8,2025-04-22 10:00:00,Realizacion de cirugia neurologica
2954,3408,16251209-1,2025-04-14 14:45:00,Realizacion de cirugia ortopedica
2955,2451,22212788-6,2025-04-27 18:00:00,Problemas respiratorios
2956,2357,67260949-6,2025-04-15 08:15:00,Realizacion de cirugia abdominal
2957,3590,94152364-3,2025-04-28 13:45:00,Realizacion de cirugia plastica
2958,3359,22212788-6,2025-04-06 13:00:00,Realizacion de cirugia en torax
2959,1971,35405564-1,2025-04-14 09:00:00,Realizacion de cirugia neurologica
2960,3004,65660643-5,2025-04-30 18:00:00,Solicitud de radiografia
2961,3601,24595395-3,2025-04-12 14:30:00,Realizacion de cirugia plastica
2962,102,42856973-7,2025-04-03 10:45:00,Realizacion de cirugia otorrinolaringologica
2963,1139,61617949-1,2025-04-21 16:15:00,Realizacion de cirugia en torax
2964,2787,60334032-8,2025-04-26 11:15:00,Realizacion de cirugia abdominal
2965,2487,94361312-4,2025-04-12 12:45:00,Realizacion de cirugia neurologica
2966,2138,60593511-0,2025-04-29 16:15:00,Realizacion de cirugia plastica
2967,1473,46930558-3,2025-04-07 10:15:00,Realizacion de cirugia renal
2968,1055,45475720-7,2025-04-23 10:30:00,Realizacion de cirugia otorrinolaringologica
2969,1013,63708168-9,2025-04-22 09:45:00,Realizacion de cirugia ortopedica
2970,1410,51072055-5,2025-04-18 09:45:00,Realizacion de cirugia otorrinolaringologica
2971,964,67552699-5,2025-04-27 17:15:00,Realizacion de cirugia renal
2972,3365,20114723-0,2025-04-18 08:00:00,Realizacion de cirugia otorrinolaringologica
2973,3528,75833080-6,2025-04-19 12:45:00,Realizacion de cirugia plastica
2974,3310,17091110-7,2025-04-16 16:45:00,Realizacion de cirugia neurologica
2975,2019,21509837-2,2025-04-14 13:30:00,Realizacion de cirugia plastica
2976,3608,21774192-3,2025-04-15 13:30:00,Realizacion de cirugia otorrinolaringologica
2977,2072,21509837-2,2025-04-20 10:00:00,Realizacion de cirugia cardiovascular
2978,313,70812597-6,2025-04-17 12:15:00,Realizacion de cirugia cardiovascular
2979,2785,43959822-2,2025-04-18 13:15:00,Consulta general
2980,1969,49197992-8,2025-05-01 17:45:00,Realizacion de cirugia renal
2981,3282,94361312-4,2025-04-23 13:15:00,Realizacion de cirugia ortopedica
2982,2040,37640277-4,2025-04-12 18:45:00,Realizacion de cirugia abdominal
2983,2176,51263568-1,2025-04-30 16:15:00,Realizacion de cirugia neurologica
2984,1005,44480804-6,2025-04-11 15:30:00,Realizacion de cirugia plastica
2985,3063,62237414-5,2025-04-22 12:15:00,Realizacion de cirugia ortopedica
2986,1928,15347792-3,2025-04-08 16:15:00,Realizacion de cirugia cardiovascular
2987,2441,90889318-2,2025-04-04 11:45:00,Realizacion de cirugia cardiovascular
2988,1448,27470077-6,2025-04-17 18:00:00,Realizacion de cirugia neurologica
2989,2334,39145977-2,2025-04-22 13:00:00,Realizacion de cirugia renal
2990,1027,62614900-0,2025-04-18 15:00:00,Realizacion de cirugia en torax
2991,3348,13560469-0,2025-04-27 09:45:00,Realizacion de cirugia otorrinolaringologica
2992,1972,70414825-8,2025-04-02 12:15:00,Realizacion de cirugia abdominal
2993,3123,98275857-9,2025-04-18 17:00:00,Realizacion de cirugia neurologica
2994,1289,74803113-9,2025-04-24 14:30:00,Realizacion de cirugia renal
2995,2135,53039267-4,2025-04-20 10:30:00,Realizacion de cirugia abdominal
2996,2108,33791677-0,2025-04-06 11:00:00,Realizacion de cirugia plastica
2997,498,88755903-1,2025-04-13 17:30:00,Realizacion de cirugia otorrinolaringologica
2998,2210,53375085-5,2025-04-16 13:45:00,Realizacion de cirugia abdominal
2999,1502,47192537-4,2025-04-26 11:00:00,Realizacion de cirugia renal
3000,2828,27075358-5,2025-04-22 15:15:00,Realizacion de cirugia ortopedica
3001,2947,48863238-8,2025-04-11 10:15:00,Realizacion de cirugia cardiovascular
3002,1980,70414825-8,2025-04-16 15:00:00,Realizacion de cirugia ortopedica
3003,1042,53039267-4,2025-04-18 16:15:00,Realizacion de cirugia neurologica
3004,153,20114723-0,2025-04-16 10:30:00,Realizacion de cirugia plastica
3005,459,57891601-9,2025-04-23 17:45:00,Realizacion de cirugia otorrinolaringologica
3006,2165,46930558-3,2025-04-15 16:00:00,Realizacion de cirugia cardiovascular
3007,3633,11458745-0,2025-05-01 08:00:00,Realizacion de cirugia en torax
3008,2291,60593511-0,2025-04-05 18:45:00,Realizacion de cirugia cardiovascular
3009,193,24595395-3,2025-04-27 09:45:00,Realizacion de cirugia otorrinolaringologica
3010,1527,13087595-1,2025-04-15 14:45:00,Realizacion de cirugia renal
3011,296,50396459-7,2025-04-29 09:45:00,Realizacion de cirugia otorrinolaringologica
3012,606,29962868-0,2025-04-28 16:45:00,Realizacion de cirugia ortopedica
3013,2686,92670172-1,2025-04-16 17:00:00,Realizacion de cirugia cardiovascular
3014,2259,50396459-7,2025-04-24 10:00:00,Realizacion de cirugia ortopedica
3015,3047,97926155-6,2025-04-06 10:30:00,Realizacion de cirugia renal
3016,3354,41416859-6,2025-04-29 16:15:00,Realizacion de cirugia abdominal
3017,3622,70026603-3,2025-04-11 17:45:00,Realizacion de cirugia renal
3018,1051,33424109-6,2025-04-07 13:45:00,Realizacion de cirugia cardiovascular
3019,367,74402817-6,2025-04-29 09:30:00,Realizacion de cirugia cardiovascular
3020,333,15074844-0,2025-04-20 17:00:00,Realizacion de cirugia renal
3021,2137,62237414-5,2025-04-20 08:15:00,Realizacion de cirugia ortopedica
3022,438,48411300-7,2025-04-28 09:30:00,Realizacion de cirugia ortopedica
3023,1563,68316971-1,2025-04-18 14:15:00,Realizacion de cirugia neurologica
3024,1405,84295710-6,2025-04-20 17:00:00,Realizacion de cirugia ortopedica
3025,1981,95595189-5,2025-04-09 12:00:00,Realizacion de cirugia neurologica
3026,1188,84295710-6,2025-04-20 14:15:00,Realizacion de cirugia ortopedica
3027,1244,78678453-4,2025-04-25 15:15:00,Realizacion de cirugia ortopedica
3028,2307,12120279-7,2025-04-22 18:45:00,Realizacion de cirugia ortopedica
3029,3496,14875579-3,2025-04-28 17:00:00,Realizacion de cirugia abdominal
3030,735,38324156-4,2025-04-30 18:00:00,Solicitud de examen de sangre
3031,434,58074747-6,2025-04-22 13:15:00,Realizacion de cirugia otorrinolaringologica
3032,2042,97926155-6,2025-04-29 16:30:00,Realizacion de cirugia renal
3033,2478,82205587-1,2025-04-17 14:15:00,Realizacion de cirugia en torax
3034,820,60775663-1,2025-04-10 16:45:00,Realizacion de cirugia otorrinolaringologica
3035,3255,50396459-7,2025-04-24 11:45:00,Realizacion de cirugia cardiovascular
3036,2972,55539940-3,2025-04-18 10:45:00,Realizacion de cirugia neurologica
3037,1588,66264861-2,2025-04-03 10:30:00,Realizacion de cirugia renal
3038,479,47192537-4,2025-04-28 11:30:00,Realizacion de cirugia ortopedica
3039,1304,12120279-7,2025-04-26 17:00:00,Realizacion de cirugia abdominal
3040,1376,48322668-8,2025-04-18 18:30:00,Realizacion de cirugia neurologica
3041,42,47192537-4,2025-04-12 17:30:00,Realizacion de cirugia otorrinolaringologica
3042,2744,94361312-4,2025-04-16 08:00:00,Realizacion de cirugia abdominal
3043,538,15347792-3,2025-04-21 08:00:00,Realizacion de cirugia neurologica
3044,1341,38324156-4,2025-04-03 10:30:00,Realizacion de cirugia en torax
3045,3071,56640243-9,2025-04-23 17:15:00,Realizacion de cirugia otorrinolaringologica
3046,2247,90889318-2,2025-04-03 10:15:00,Realizacion de cirugia renal
3047,1859,22769853-9,2025-04-15 17:00:00,Realizacion de cirugia cardiovascular
3048,355,91096368-2,2025-04-22 08:00:00,Realizacion de cirugia cardiovascular
3049,2944,28841318-9,2025-04-10 16:45:00,Realizacion de cirugia cardiovascular
3050,645,94761985-0,2025-04-04 10:30:00,Realizacion de cirugia en torax
3051,3484,81164868-4,2025-04-22 12:00:00,Solicitud de examen de sangre
3052,2621,78093216-6,2025-04-19 15:15:00,Realizacion de cirugia otorrinolaringologica
3053,1987,45056798-6,2025-04-18 18:45:00,Dolor abdominal y nauseas
3054,1496,75833080-6,2025-04-29 09:15:00,Realizacion de cirugia otorrinolaringologica
3055,2825,74803113-9,2025-04-13 09:00:00,Realizacion de cirugia neurologica
3056,121,78803927-1,2025-05-01 16:45:00,Revision de cicatriz postoperatoria
3057,2928,49873347-8,2025-04-26 11:15:00,Realizacion de cirugia plastica
3058,3612,36809677-6,2025-04-08 09:45:00,Realizacion de cirugia otorrinolaringologica
3059,1826,81768570-2,2025-04-21 09:15:00,Realizacion de cirugia otorrinolaringologica
3060,2216,40521119-8,2025-04-26 15:00:00,Realizacion de cirugia ortopedica
3061,2009,15869307-3,2025-05-01 12:15:00,Realizacion de cirugia cardiovascular
3062,481,72795772-4,2025-04-18 13:30:00,Realizacion de cirugia renal
3063,1875,43024906-8,2025-04-17 10:45:00,Realizacion de cirugia neurologica
3064,2347,32818392-4,2025-04-16 08:30:00,Realizacion de cirugia otorrinolaringologica
3065,747,39009356-0,2025-04-10 10:30:00,Realizacion de cirugia neurologica
3066,1687,59644030-9,2025-04-13 11:45:00,Realizacion de cirugia renal
3067,2321,16251209-1,2025-04-05 15:45:00,Realizacion de cirugia renal
3068,3620,93738834-2,2025-04-13 14:15:00,Realizacion de cirugia cardiovascular
3069,3462,27423273-6,2025-04-17 14:30:00,Realizacion de cirugia otorrinolaringologica
3070,3356,64355233-5,2025-04-11 14:45:00,Realizacion de cirugia plastica
3071,3338,67260949-6,2025-04-28 11:00:00,Realizacion de cirugia cardiovascular
3072,3181,25422399-6,2025-04-21 10:00:00,Realizacion de cirugia cardiovascular
3073,1126,93827792-4,2025-04-06 14:30:00,Realizacion de cirugia neurologica
3074,2468,23124705-7,2025-04-11 18:15:00,Realizacion de cirugia en torax
3075,1211,25811298-1,2025-04-07 10:00:00,Realizacion de cirugia otorrinolaringologica
3076,2244,12429516-4,2025-05-01 08:30:00,Realizacion de cirugia cardiovascular
3077,2546,48115949-8,2025-04-25 15:30:00,Realizacion de cirugia neurologica
3078,3536,81778485-8,2025-04-25 17:30:00,Realizacion de cirugia ortopedica
3079,2721,65310865-3,2025-04-20 17:15:00,Realizacion de cirugia neurologica
3080,2541,10615206-0,2025-04-22 08:30:00,Realizacion de cirugia en torax
3081,200,77724461-4,2025-04-26 10:30:00,Realizacion de cirugia otorrinolaringologica
3082,2987,23788335-3,2025-04-16 12:30:00,Realizacion de cirugia otorrinolaringologica
3083,720,72424451-8,2025-04-11 10:45:00,Realizacion de cirugia cardiovascular
3084,96,16625683-2,2025-04-04 16:30:00,Realizacion de cirugia otorrinolaringologica
3085,222,95838628-5,2025-04-15 12:00:00,Realizacion de cirugia plastica
3086,3147,33791677-0,2025-04-30 09:00:00,Realizacion de cirugia otorrinolaringologica
3087,3621,99921909-4,2025-04-22 10:30:00,Realizacion de cirugia neurologica
3088,41,73899711-4,2025-04-26 17:00:00,Realizacion de cirugia cardiovascular
3089,2356,97372190-1,2025-04-29 16:30:00,Realizacion de cirugia plastica
3090,122,14875579-3,2025-04-08 15:30:00,Realizacion de cirugia plastica
3091,2438,61617949-1,2025-04-25 15:15:00,Realizacion de cirugia cardiovascular
3092,714,48322668-8,2025-04-27 09:45:00,Realizacion de cirugia otorrinolaringologica
3093,972,31462078-5,2025-04-06 12:15:00,Realizacion de cirugia neurologica
3094,2989,23572980-4,2025-04-14 15:00:00,Realizacion de cirugia neurologica
3095,253,68316971-1,2025-04-25 13:45:00,Realizacion de cirugia abdominal
3096,1878,79159576-1,2025-04-16 11:15:00,Realizacion de cirugia en torax
3097,1024,19557494-0,2025-04-25 11:30:00,Realizacion de cirugia otorrinolaringologica
3098,244,88755903-1,2025-04-20 16:00:00,Dolor abdominal y nauseas
3099,1909,25422399-6,2025-04-08 09:30:00,Realizacion de cirugia neurologica
3100,3055,67552699-5,2025-04-05 11:30:00,Realizacion de cirugia cardiovascular
3101,2234,32818392-4,2025-04-20 15:45:00,Realizacion de cirugia cardiovascular
3102,3341,41710986-9,2025-04-07 09:45:00,Realizacion de cirugia plastica
3103,357,45846060-8,2025-04-16 14:00:00,Realizacion de cirugia cardiovascular
3104,862,13560469-0,2025-04-18 15:45:00,Realizacion de cirugia otorrinolaringologica
3105,2810,37602034-5,2025-04-18 08:15:00,Solicitud de radiografia
3106,3293,60775663-1,2025-04-25 13:00:00,Realizacion de cirugia plastica
3107,1767,21509837-2,2025-04-24 12:45:00,Realizacion de cirugia ortopedica
3108,94,35405564-1,2025-04-30 10:30:00,Consulta general
3109,76,38196101-9,2025-04-27 11:30:00,Realizacion de cirugia abdominal
3110,2498,68316971-1,2025-04-08 10:00:00,Realizacion de cirugia abdominal
3111,3052,75006543-8,2025-04-22 17:00:00,Realizacion de cirugia renal
3112,3260,74402817-6,2025-04-26 14:45:00,Realizacion de cirugia plastica
3113,318,27423273-6,2025-04-13 16:00:00,Realizacion de cirugia cardiovascular
3114,2967,63958627-0,2025-04-15 12:15:00,Realizacion de cirugia en torax
3115,1626,55790193-3,2025-04-22 09:00:00,Realizacion de cirugia en torax
3116,3109,48115949-8,2025-04-09 13:45:00,Realizacion de cirugia cardiovascular
3117,361,24595395-3,2025-04-12 14:00:00,Realizacion de cirugia plastica
3118,1667,65310865-3,2025-04-23 15:45:00,Realizacion de cirugia otorrinolaringologica
3119,2209,14540200-5,2025-04-14 18:30:00,Realizacion de cirugia en torax
