id_hora,rut_paciente,estado,id_contacto,id_procedimiento,apoyo
130,13560469-0,0,3313,16,No
366,21870177-9,0,2370,3,No
3368,13087595-1,1,29,16,No
3203,39145977-2,3,1099,7,22767738-4
3055,67552699-5,1,450,12,95208514-3
300,89765444-6,0,2770,11,No
3155,31462078-5,1,2332,13,94023614-4
3397,87751822-9,1,1063,13,No
464,82205587-1,0,1916,6,73177104-4
1721,34310135-9,1,3391,14,94023614-4
806,45475720-7,1,1131,5,86209409-0
379,89066256-8,0,2069,16,94023614-4
1457,62237414-5,0,465,8,22767738-4
2039,21870177-9,3,460,8,No
1446,12802093-1,3,2466,3,57378727-6
953,14100953-3,4,2055,16,86209409-0
2116,30716561-0,3,1897,11,86209409-0
157,68234030-5,3,1371,1,No
3520,90788070-1,0,364,10,57378727-6
84,68316971-1,0,1175,1,No
1615,93827792-4,3,1080,3,No
156,62614900-0,3,3482,1,No
821,29962868-0,4,1182,14,57378727-6
1406,60775663-1,1,80,1,No
1804,59644030-9,1,1293,13,73177104-4
759,35405564-1,1,2235,5,57378727-6
2984,41416859-6,3,963,14,No
1631,21870177-9,0,683,16,No
541,75563674-2,0,587,16,No
2223,56809478-6,3,3553,4,No
1278,29519188-7,3,2015,6,94023614-4
2798,44920115-1,0,828,3,94023614-4
2995,90206203-1,1,2617,2,No
2598,28592060-1,3,624,11,86209409-0
1903,80062558-9,4,1598,6,No
587,70812597-6,1,1842,13,No
841,33424109-6,0,3554,14,No
1986,11981843-5,1,1173,10,No
3480,25939458-6,3,2912,12,73177104-4
1464,12031991-9,1,2979,1,No
345,16625683-2,4,1147,7,No
709,87751822-9,1,2998,4,No
1366,25811298-1,1,1186,1,No
622,25422399-6,1,1793,3,No
3462,27423273-6,3,126,15,95208514-3
2163,22519178-2,0,1776,6,No
3640,87997004-2,1,1998,11,94023614-4
2937,61864673-3,4,1908,10,94023614-4
2558,49190437-8,1,311,11,57378727-6
2140,59644030-9,4,1930,7,94023614-4
94,35405564-1,3,1122,1,No
192,27423273-6,3,1544,12,73177104-4
1930,11852079-8,0,3435,14,No
2893,96253618-2,0,1392,4,No
497,90889318-2,3,1771,9,No
1882,78310737-4,3,2242,2,22767738-4
2458,35405564-1,3,1755,15,57378727-6
3351,21398093-5,4,2907,15,73177104-4
2581,58719444-0,1,121,4,No
2585,49291952-0,3,1759,13,No
688,49291952-0,4,3209,9,No
1376,48322668-8,0,3342,12,22767738-4
2249,33791677-0,4,1936,11,57378727-6
2772,94152364-3,4,2206,14,No
2232,92670172-1,4,2893,13,22767738-4
592,87997004-2,0,2543,6,No
2452,32090021-3,4,2810,1,No
1894,15074844-0,4,2050,4,86209409-0
403,23124705-7,4,2209,1,No
1132,90889318-2,0,1977,10,No
931,93738834-2,0,2985,12,94023614-4
2679,51263568-1,1,2863,15,No
2890,65999494-0,3,3588,12,No
1086,87997004-2,4,1317,2,No
146,29962868-0,0,3673,11,94023614-4
1710,51992140-2,4,2773,4,No
2528,36809677-6,1,2977,1,No
3437,24554256-3,4,1311,5,86209409-0
1782,53699466-8,0,1542,6,86209409-0
3555,58719444-0,3,2772,1,No
453,41416859-6,0,2400,3,22767738-4
2478,82205587-1,4,1865,13,No
2486,69482795-6,0,279,6,No
2338,84295710-6,3,2606,11,No
1004,31462078-5,4,15,3,73177104-4
3594,56565081-1,0,1646,11,No
23,64744316-9,1,979,11,22767738-4
2668,98275857-9,1,1070,8,73177104-4
1562,23572980-4,1,1270,1,No
1112,14540200-5,0,635,15,73177104-4
2042,97926155-6,0,3260,5,86209409-0
1712,23788335-3,4,631,9,86209409-0
1216,91096368-2,1,3178,14,86209409-0
9,62903851-4,3,3398,14,22767738-4
1342,72424451-8,4,213,2,95208514-3
879,22769853-9,3,1322,2,86209409-0
596,62903851-4,4,325,14,86209409-0
1016,51263568-1,0,3551,3,No
360,17091110-7,0,2056,8,73177104-4
1518,31950796-6,1,2644,13,No
2549,16625683-2,3,1610,15,94023614-4
1630,65310865-3,3,717,15,No
2173,78943450-5,3,3103,14,No
2809,11852079-8,3,504,14,57378727-6
919,89066256-8,4,854,4,No
3434,49873347-8,3,377,3,No
1656,40521119-8,4,2460,10,95208514-3
3177,51072055-5,1,2757,12,No
846,51992140-2,4,2415,9,No
3263,24554256-3,4,678,14,22767738-4
2372,31950796-6,1,3464,14,No
72,19015534-8,1,2915,9,86209409-0
2111,78093216-6,0,2263,11,94023614-4
2096,68316971-1,1,2324,3,86209409-0
3517,79018541-2,4,3465,10,No
1440,22212788-6,0,2004,1,No
2568,68316971-1,4,2701,1,No
605,94361312-4,3,890,15,57378727-6
27,64355233-5,1,3116,12,22767738-4
2917,86332222-2,0,2201,5,No
447,65999494-0,4,2010,5,95208514-3
2309,11592484-9,3,2251,10,No
1173,51072055-5,1,1277,16,94023614-4
1788,81164868-4,1,2261,4,No
2509,77724461-4,3,190,1,No
956,33424109-6,0,1058,16,57378727-6
1638,32601187-2,4,1044,16,No
1725,43024906-8,3,137,16,86209409-0
276,78785402-2,3,2910,11,57378727-6
15,87722745-4,3,1614,10,No
2083,55223444-3,3,2303,11,No
1050,74803113-9,4,1395,2,No
859,29519188-7,3,2843,6,94023614-4
1561,97372190-1,3,281,12,94023614-4
2041,31950796-6,1,1157,16,22767738-4
3269,55223444-3,0,3598,15,No
982,78093216-6,0,879,2,No
2652,36809677-6,1,1812,11,73177104-4
508,49291952-0,4,2360,10,95208514-3
2981,20114723-0,3,508,10,No
1704,40884415-9,4,3468,14,22767738-4
1405,84295710-6,1,3632,15,No
3426,46367453-0,0,3582,2,No
1407,51009521-0,1,64,3,73177104-4
749,81768570-2,3,482,1,No
309,28592060-1,1,582,15,No
59,23124705-7,0,1931,4,22767738-4
2068,25422399-6,1,3457,12,94023614-4
2941,80062558-9,1,3507,4,73177104-4
335,68040732-2,1,3304,1,No
2813,92670172-1,4,937,10,94023614-4
486,11458745-0,0,2116,2,No
2145,46930558-3,1,3331,14,95208514-3
2782,90438698-1,0,1980,9,No
1397,22212788-6,4,1827,14,No
1578,24595395-3,4,2607,1,No
3105,45623694-9,1,434,10,No
2739,68316971-1,4,341,9,94023614-4
1819,34310135-9,3,1809,13,73177104-4
766,40484874-8,3,983,12,86209409-0
1154,91766615-6,1,323,16,86209409-0
3322,11852079-8,3,2693,8,95208514-3
1404,31462078-5,1,2817,10,95208514-3
2312,58501550-1,0,2189,1,No
1077,40388373-6,3,935,14,86209409-0
2840,78310737-4,3,559,7,94023614-4
3628,15869307-3,4,2748,1,No
960,53407302-6,4,908,4,95208514-3
2991,85033698-2,3,1286,13,22767738-4
25,87751822-9,0,3033,7,95208514-3
3310,17091110-7,0,814,9,No
591,78785402-2,4,3428,12,94023614-4
2483,23788335-3,3,2306,16,No
504,45475720-7,0,648,1,No
1250,99921909-4,0,165,2,No
2031,92670172-1,0,93,5,No
2472,47192537-4,3,2642,16,No
1338,27075358-5,4,438,6,95208514-3
1622,87722745-4,1,235,15,94023614-4
3666,94152364-3,0,2246,14,57378727-6
3319,48115949-8,4,3030,3,No
1123,22769853-9,3,975,13,86209409-0
1690,90160627-1,3,1134,3,73177104-4
189,63952204-2,1,2722,8,57378727-6
2204,91766615-6,4,467,2,No
3495,16251209-1,3,2938,1,No
3126,72795772-4,4,1619,7,94023614-4
772,15347792-3,1,2215,14,No
3418,23788335-3,3,1604,14,No
3608,21774192-3,4,2950,11,57378727-6
35,97926155-6,4,1775,8,No
3538,61617949-1,3,1505,16,No
137,80061523-7,4,2470,2,95208514-3
210,62614900-0,4,3570,16,86209409-0
968,47192537-4,1,1055,11,94023614-4
2006,27423273-6,4,1279,11,No
1884,25422399-6,4,1490,8,73177104-4
1254,12120279-7,4,3185,5,95208514-3
1472,72424451-8,3,472,6,No
1386,32043482-6,1,3531,10,No
1337,44722314-7,4,2741,12,73177104-4
2536,10615206-0,4,435,4,94023614-4
1550,22519178-2,4,681,14,57378727-6
255,60775663-1,4,2881,4,95208514-3
1065,65999494-0,4,8,3,No
1308,24554256-3,0,2119,16,73177104-4
3385,27470077-6,1,358,9,73177104-4
1697,48263743-9,4,602,3,94023614-4
1963,89765444-6,0,2097,4,No
1752,51263568-1,1,1837,1,No
90,30310762-2,4,1577,10,No
1236,74402817-6,1,673,1,No
1295,99352036-1,3,2633,1,No
1011,60334032-8,3,623,13,No
1679,59604556-2,3,1046,3,No
2912,78678453-4,3,1292,16,95208514-3
2034,52872009-7,3,1807,1,No
1068,63952204-2,4,1689,1,No
434,58074747-6,1,2089,5,86209409-0
3653,24554256-3,1,1413,7,95208514-3
1489,55643376-9,0,939,5,No
3140,24441102-3,4,1306,8,No
219,79018541-2,1,1723,15,73177104-4
2442,10615206-0,4,3175,2,95208514-3
1839,33469812-2,4,789,4,22767738-4
2908,33791677-0,3,1003,5,73177104-4
3548,98041254-1,0,3302,9,No
1060,25811298-1,3,2203,14,No
1874,63708168-9,3,3292,7,57378727-6
2217,87997004-2,4,3429,15,No
979,55539940-3,3,3295,1,No
2453,17973044-7,4,2849,16,22767738-4
738,48263743-9,1,3032,9,95208514-3
2934,12429516-4,0,2801,2,86209409-0
466,43024906-8,0,2649,4,86209409-0
1363,15074844-0,0,3291,1,No
2895,84638972-5,4,2935,16,57378727-6
1226,24595395-3,3,1033,8,No
2953,12120279-7,3,1027,5,No
1148,67384344-0,4,1973,13,22767738-4
1746,64355233-5,0,2640,12,No
3210,66594934-8,0,3658,5,86209409-0
2807,65484630-3,0,895,1,No
2387,40484874-8,1,3349,16,22767738-4
3220,67260949-6,3,2596,12,No
321,45056798-6,4,3045,6,No
2275,36428633-7,4,3385,12,No
1187,22769853-9,4,1192,14,73177104-4
1333,57581646-4,0,455,10,86209409-0
1348,72222830-6,1,179,2,No
1926,78785402-2,3,138,11,94023614-4
981,81768570-2,1,615,11,No
817,79159576-1,0,3596,16,No
10,51009521-0,1,3485,9,86209409-0
2215,79018541-2,4,2058,4,95208514-3
698,66747669-9,0,2668,6,95208514-3
3605,78803927-1,3,1924,16,73177104-4
833,59765653-7,3,1471,8,No
3257,14540200-5,4,2548,10,No
780,85188169-7,1,2501,2,73177104-4
1371,99352036-1,0,2346,12,No
2265,47192537-4,3,1914,6,No
2701,49197992-8,3,1048,15,No
410,31950796-6,1,1514,15,No
3550,33469812-2,4,3062,15,95208514-3
1010,11852079-8,1,3262,10,No
1539,67260949-6,4,2511,4,No
2405,96253618-2,0,1569,10,No
1315,93827792-4,0,3157,13,95208514-3
3132,67384344-0,4,2624,8,95208514-3
1064,19557494-0,1,928,6,73177104-4
2551,25422399-6,3,2816,10,No
1905,94152364-3,3,1114,16,No
1381,95595189-5,0,2405,8,22767738-4
544,65310865-3,1,2451,5,94023614-4
3053,38196101-9,3,1966,11,No
176,16625683-2,3,501,6,57378727-6
1933,60593511-0,0,2180,14,No
1577,65660643-5,1,2921,16,86209409-0
656,28592060-1,3,106,3,94023614-4
331,33791677-0,0,3092,15,No
2428,77121423-7,0,2317,8,No
816,12031991-9,3,3469,16,95208514-3
3498,14540200-5,3,2090,5,94023614-4
3278,16625683-2,4,580,14,73177104-4
615,90942860-9,0,56,10,No
1034,75563674-2,1,1653,5,86209409-0
2969,37035246-9,3,3378,12,No
2752,13087595-1,4,1697,2,No
733,40484874-8,4,161,9,73177104-4
2430,61864673-3,3,922,1,No
1101,90206203-1,0,3472,7,No
1964,97980836-2,3,3277,10,No
1425,78678453-4,1,2082,10,95208514-3
683,77724461-4,4,1802,15,No
3362,61617949-1,3,2575,13,No
3353,89066256-8,0,1871,7,86209409-0
70,63708168-9,3,3328,3,94023614-4
1695,37035246-9,0,2504,8,No
3216,27423273-6,0,442,6,No
30,62237414-5,3,3026,11,94023614-4
1125,57891601-9,4,344,5,57378727-6
267,12802093-1,3,514,4,86209409-0
784,62237414-5,0,2464,4,No
2098,51992140-2,1,1418,7,No
3099,90942860-9,0,1382,14,95208514-3
586,86332222-2,3,123,14,57378727-6
1529,37035246-9,0,3058,14,No
509,90942860-9,0,2132,15,No
80,37035246-9,1,329,6,No
1253,35405564-1,0,28,8,No
2283,97980836-2,1,3514,5,95208514-3
2836,21774192-3,1,92,12,No
405,24735893-2,4,1681,6,No
2259,50396459-7,4,1695,12,No
2876,44920115-1,1,626,12,No
3243,50672725-4,1,3662,7,No
2727,45152877-6,0,2781,15,No
272,37926941-4,4,2561,4,No
1688,12457845-7,0,1718,3,73177104-4
2573,92670172-1,3,746,7,No
2913,33791677-0,4,992,5,No
856,76332098-2,1,1024,3,22767738-4
1624,97372190-1,3,349,1,No
1224,50066254-1,1,268,8,No
535,95010809-6,4,925,15,No
299,90788070-1,1,2955,4,22767738-4
2462,42856973-7,3,538,3,No
2350,27470077-6,4,865,12,No
3444,70812597-6,1,3138,12,No
1262,81778485-8,4,2709,15,57378727-6
2970,32090021-3,1,12,7,73177104-4
2692,21870177-9,0,1742,2,73177104-4
802,75006543-8,0,780,13,86209409-0
225,92670172-1,1,1239,14,No
2550,56640243-9,4,2635,10,73177104-4
2072,21509837-2,3,2402,7,No
1081,67384344-0,3,223,9,No
2650,98041254-1,0,1304,1,No
923,57581646-4,4,606,7,57378727-6
1496,75833080-6,1,2165,3,22767738-4
3506,94761985-0,1,3496,6,86209409-0
167,49291952-0,4,466,16,57378727-6
2107,95838628-5,0,862,12,95208514-3
1762,50066254-1,1,2472,8,No
1108,42856973-7,3,1565,14,No
3172,45846060-8,4,41,10,57378727-6
2973,95595189-5,3,1467,13,86209409-0
1567,30310762-2,1,1643,12,86209409-0
727,49873347-8,3,2166,5,No
2255,59644030-9,4,2268,11,No
1936,19805123-3,1,1162,16,No
2106,23124705-7,3,1409,2,No
3424,70812597-6,4,2104,3,57378727-6
1677,68040732-2,4,1010,2,No
921,65660643-5,3,3312,12,No
2952,64744316-9,0,1893,2,No
826,75563674-2,3,741,7,No
744,37640277-4,4,338,14,94023614-4
2918,29962868-0,0,3255,8,73177104-4
883,44480804-6,3,2812,15,No
396,63952204-2,1,1540,15,No
171,73899711-4,4,2796,11,No
2390,89066256-8,1,1953,16,57378727-6
791,12429516-4,0,251,2,No
1718,30263166-2,0,845,3,94023614-4
745,46930558-3,1,519,5,No
1929,30716561-0,0,1767,4,No
3100,36428633-7,0,2508,16,No
126,79159576-1,3,642,15,No
850,68234030-5,1,959,5,No
2061,79159576-1,3,867,13,No
1417,40521119-8,3,405,1,No
1881,90942860-9,3,134,16,No
2190,39009356-0,3,2005,9,No
211,29519188-7,4,49,14,No
2329,53407302-6,3,2396,12,22767738-4
2789,48263743-9,3,419,12,No
3408,16251209-1,1,129,4,No
611,42856973-7,3,1260,9,57378727-6
2477,31462078-5,0,2852,8,86209409-0
1354,81164868-4,1,370,13,57378727-6
223,95595189-5,4,1475,15,95208514-3
2187,74402817-6,4,2333,14,73177104-4
3174,97372190-1,4,1152,16,22767738-4
2736,78310737-4,1,2745,2,73177104-4
18,90788070-1,0,98,6,95208514-3
56,41710986-9,0,117,3,No
3523,45846060-8,3,3142,7,22767738-4
2057,15074844-0,4,2221,5,95208514-3
222,95838628-5,3,2492,14,No
412,51263568-1,4,3321,1,No
3491,68234030-5,4,1543,7,94023614-4
1199,48863238-8,3,152,14,No
3038,45475720-7,4,822,16,57378727-6
3019,57891601-9,3,112,5,73177104-4
1270,78803927-1,4,3615,3,57378727-6
2527,35405564-1,4,1952,16,No
95,67552699-5,0,1240,5,No
2180,67552699-5,1,2891,11,No
1225,74803113-9,1,3424,16,No
2579,70026603-3,0,339,5,22767738-4
3371,50672725-4,3,1454,14,57378727-6
2125,23788335-3,0,130,4,22767738-4
3036,89066256-8,3,2797,6,No
1511,55539940-3,3,601,16,No
2182,48863238-8,1,3316,14,95208514-3
1525,53375085-5,0,217,12,94023614-4
3456,44480804-6,0,3356,11,57378727-6
2524,66594934-8,1,3273,4,22767738-4
1137,19805123-3,0,2879,6,22767738-4
3234,16625683-2,1,3164,1,No
3388,79018541-2,4,176,7,No
1453,70414825-8,3,803,3,95208514-3
1427,30716561-0,0,2066,6,86209409-0
774,29962868-0,4,227,8,No
51,46930558-3,1,3242,2,No
781,20940665-3,1,3141,4,73177104-4
2378,17091110-7,0,552,3,No
524,28841318-9,0,3425,2,95208514-3
2418,22212788-6,1,2970,14,73177104-4
3663,30263166-2,4,2173,15,95208514-3
2321,16251209-1,4,823,4,No
563,72222830-6,1,2046,4,95208514-3
332,21398093-5,0,2293,1,No
3012,23572980-4,4,2733,1,No
1420,95595189-5,3,447,2,No
1736,62237414-5,0,2068,11,No
116,48115949-8,0,2232,9,22767738-4
4,41710986-9,4,2161,12,73177104-4
1043,25939458-6,0,1623,14,No
3401,12802093-1,4,3061,5,No
3160,90889318-2,1,737,8,No
3470,37640277-4,3,367,15,No
2766,75833080-6,1,37,11,No
1825,98720208-3,4,638,6,No
2571,90160627-1,3,2440,10,No
3531,26529183-7,0,2348,7,22767738-4
1037,74402817-6,0,3282,2,No
488,72795772-4,3,2737,1,No
1415,50066254-1,3,1001,8,73177104-4
1738,17973044-7,0,3210,12,94023614-4
2153,66264861-2,3,2140,11,No
284,98041254-1,0,1751,15,95208514-3
840,56809478-6,3,477,5,95208514-3
3430,31462078-5,1,244,12,No
3604,90206203-1,3,3112,3,22767738-4
3296,31462078-5,3,3471,16,73177104-4
3450,45152877-6,4,1874,9,No
1272,65999494-0,1,964,4,No
3652,80061523-7,0,2689,4,No
1552,55643376-9,0,1823,1,No
2708,41416859-6,0,2513,7,No
3280,98418033-8,0,1841,4,No
2375,99921909-4,3,2371,9,22767738-4
2095,20114723-0,1,1573,6,95208514-3
1785,82205587-1,4,2014,5,No
590,20114723-0,3,3200,10,No
927,34310135-9,1,2225,11,73177104-4
1530,48115949-8,4,372,4,57378727-6
3342,31462078-5,0,2890,14,94023614-4
26,95010809-6,0,425,7,No
1508,68316971-1,4,2144,1,No
2896,81768570-2,1,2760,1,No
1,61864673-3,4,1484,8,No
3149,62903851-4,1,2022,6,22767738-4
2151,23572980-4,1,1002,16,73177104-4
616,16226259-9,1,1384,3,No
2038,15074844-0,0,2555,5,No
2146,95431346-9,0,864,4,22767738-4
1595,25422399-6,0,395,16,No
1604,67384344-0,4,887,3,57378727-6
2340,11981843-5,4,1040,3,No
2543,72795772-4,3,17,8,No
2264,15074844-0,3,2844,4,94023614-4
566,78803927-1,4,911,14,94023614-4
930,48863238-8,4,3222,14,No
1009,75833080-6,3,1972,12,57378727-6
1433,12457845-7,0,2075,12,No
2710,96253618-2,3,1276,8,94023614-4
3116,24441102-3,1,1487,14,No
2987,23788335-3,1,918,6,95208514-3
1192,99550289-1,0,2427,11,No
3152,65484630-3,0,569,2,86209409-0
2326,95431346-9,1,3097,14,No
1393,55322795-0,3,286,10,73177104-4
113,98275857-9,4,1917,10,No
1373,93738834-2,3,1981,14,22767738-4
2894,76332098-2,1,2578,7,95208514-3
2686,92670172-1,4,1769,6,94023614-4
1824,26529183-7,0,1281,12,86209409-0
204,91096368-2,1,1864,16,No
1428,94152364-3,3,3230,7,95208514-3
3115,98720208-3,3,2035,1,No
3589,38867100-7,4,2926,14,95208514-3
526,56809478-6,4,396,10,No
576,56565081-1,4,1818,8,No
696,49291952-0,3,2858,14,No
1053,87751822-9,3,3645,14,22767738-4
1495,75006543-8,3,2329,10,No
607,55539940-3,1,1770,1,No
2764,59765653-7,1,2952,7,No
1183,45475720-7,3,1743,8,86209409-0
797,68040732-2,4,712,15,No
655,38196101-9,0,2026,5,22767738-4
2052,15074844-0,1,1799,12,94023614-4
2767,80061523-7,3,1436,11,57378727-6
2998,12457845-7,1,3318,14,No
3364,64355233-5,4,1889,16,57378727-6
2591,96998252-1,4,1521,11,No
2715,61864673-3,0,1986,7,No
3607,95838628-5,4,1669,7,No
1914,72222830-6,0,1627,12,No
44,87997004-2,4,1549,1,No
534,16625683-2,0,2319,9,86209409-0
950,59604556-2,3,148,10,No
636,55790193-3,3,195,16,No
793,22212788-6,3,2176,12,No
1235,90438698-1,0,2479,1,No
926,78662663-0,0,2033,1,No
2199,53039267-4,1,3672,5,73177104-4
2373,12031991-9,1,1389,1,No
657,41515034-6,4,1107,11,No
2144,25422399-6,1,1111,11,94023614-4
720,72424451-8,3,3445,4,73177104-4
1129,20940665-3,0,347,14,86209409-0
2661,74402817-6,1,3037,9,No
407,61617949-1,4,74,8,86209409-0
463,27423273-6,0,2968,8,94023614-4
537,52872009-7,1,91,12,86209409-0
3122,84638972-5,4,875,3,No
686,27470077-6,1,3093,13,94023614-4
3393,57581646-4,3,2355,11,No
2067,41515034-6,1,2529,8,No
2607,12120279-7,3,1813,5,86209409-0
3063,62237414-5,3,2723,3,No
1547,49771636-9,3,1915,4,No
3485,15074844-0,3,1336,16,No
3009,51992140-2,3,1442,8,22767738-4
1599,73899711-4,4,206,5,94023614-4
966,24554256-3,3,2994,1,No
2479,80061523-7,4,489,15,73177104-4
649,31950796-6,3,2933,4,95208514-3
3225,44722314-7,1,3226,9,94023614-4
910,48411300-7,1,1224,1,No
1174,91766615-6,3,1245,4,57378727-6
3616,28841318-9,4,513,6,No
1873,49190437-8,4,2290,2,94023614-4
2167,99352036-1,3,2673,16,No
98,78662663-0,4,2758,7,95208514-3
2136,26529183-7,4,3524,11,No
628,86332222-2,3,47,8,No
1533,79159576-1,1,1763,14,No
2765,32090021-3,1,542,10,94023614-4
3150,94152364-3,1,113,8,57378727-6
995,46367453-0,3,198,6,No
1390,49197992-8,0,2182,11,57378727-6
1302,69482795-6,1,2946,6,No
1167,43959822-2,3,2421,1,No
1976,44722314-7,4,1739,9,94023614-4
2587,84638972-5,4,2706,10,No
2260,77724461-4,3,543,1,No
675,48115949-8,3,1640,9,No
2539,29962868-0,4,2260,12,22767738-4
2025,80061523-7,1,1491,1,No
2356,97372190-1,4,1572,4,No
3515,22769853-9,4,1176,7,94023614-4
3634,48115949-8,3,796,1,No
1657,52872009-7,4,1749,4,94023614-4
2712,48263743-9,1,2114,6,No
3271,94361312-4,0,3278,1,No
3562,50396459-7,3,837,11,95208514-3
82,16251209-1,3,3487,10,73177104-4
127,28592060-1,1,2731,7,No
2408,86332222-2,1,2735,10,86209409-0
1281,14875579-3,4,1464,12,No
1100,76332098-2,3,2601,16,73177104-4
2729,88755903-1,1,951,5,94023614-4
3189,88755903-1,1,1327,3,94023614-4
3429,23788335-3,3,3495,7,57378727-6
3598,90788070-1,4,567,7,No
1326,95595189-5,3,214,14,No
2542,88755903-1,1,3649,11,94023614-4
1885,55643376-9,4,2653,14,73177104-4
460,53375085-5,1,1666,5,94023614-4
3229,75006543-8,3,758,12,No
3211,60593511-0,0,1523,13,No
381,83733104-2,0,1715,15,No
2343,24595395-3,0,1235,12,No
1542,30263166-2,1,729,14,57378727-6
3027,95595189-5,3,3300,2,86209409-0
328,30263166-2,4,2834,2,95208514-3
3601,24595395-3,4,484,6,22767738-4
1546,90206203-1,3,2093,6,57378727-6
756,85033698-2,3,2969,2,94023614-4
2296,36809677-6,1,451,4,No
2482,24441102-3,0,2269,16,No
1040,29962868-0,0,878,13,No
87,48411300-7,1,3140,4,22767738-4
693,14100953-3,3,1008,8,No
2392,72795772-4,0,1645,11,No
435,21398093-5,0,1683,9,No
2270,49197992-8,3,2457,8,95208514-3
3627,98720208-3,1,1901,4,94023614-4
2738,51992140-2,3,1184,15,95208514-3
1070,25939458-6,0,110,16,No
2248,22769853-9,4,3166,6,No
3102,45623694-9,1,3405,6,No
2829,58074747-6,1,766,9,No
3412,90206203-1,1,2695,13,57378727-6
242,20953102-0,0,2439,7,57378727-6
3282,94361312-4,0,2687,3,No
3459,11852079-8,3,3517,13,No
685,40521119-8,1,348,13,No
1387,32601187-2,0,594,9,No
454,37640277-4,1,2836,9,86209409-0
2445,80061523-7,1,3542,16,86209409-0
2005,63958627-0,0,1075,11,No
644,40521119-8,4,1179,12,No
1205,46930558-3,1,1511,8,57378727-6
2172,68316971-1,4,3269,1,No
3237,55643376-9,0,1326,6,No
2281,32090021-3,3,2247,11,94023614-4
2201,48263743-9,3,109,3,86209409-0
2279,95431346-9,4,413,12,95208514-3
1298,22212788-6,4,919,12,No
1996,38324156-4,0,972,10,57378727-6
2806,23572980-4,4,2637,10,73177104-4
2422,99352036-1,4,1074,16,95208514-3
2793,65660643-5,3,2094,10,No
3159,65484630-3,1,1034,15,95208514-3
112,79018541-2,4,2294,8,57378727-6
1001,61617949-1,3,3380,11,No
887,98418033-8,0,1271,5,No
2040,37640277-4,4,2321,11,No
2126,48863238-8,3,2691,16,No
3345,36809677-6,0,215,12,No
49,90438698-1,0,883,2,No
3183,86190085-8,1,3436,7,No
2361,32601187-2,0,3158,4,22767738-4
2157,33424109-6,4,2517,13,No
398,46930558-3,3,764,3,86209409-0
246,56640243-9,4,2417,15,No
1681,19557494-0,1,2936,14,No
244,88755903-1,3,2064,1,No
681,20272755-6,0,2218,15,No
2262,66747669-9,0,1700,11,No
1906,50066254-1,4,1562,11,No
2746,68040732-2,0,989,8,22767738-4
572,44920115-1,1,1455,8,No
234,77724461-4,1,1247,16,No
425,81778485-8,3,2554,15,No
2827,53699466-8,0,3183,16,No
2324,23572980-4,0,2542,8,No
3297,74402817-6,1,486,7,No
1952,40388373-6,0,2974,5,95208514-3
3481,69482795-6,3,2123,4,22767738-4
2241,99921909-4,3,792,5,22767738-4
2619,21870177-9,3,234,2,No
2236,78310737-4,0,2253,1,No
1437,35405564-1,4,368,1,No
1399,96998252-1,3,2877,4,73177104-4
2344,19557494-0,3,2036,5,No
2062,66264861-2,0,1835,3,No
1003,49873347-8,1,3290,14,94023614-4
1323,98720208-3,3,2092,3,No
2007,98275857-9,0,2524,8,86209409-0
125,14540200-5,0,1974,16,No
1299,65660643-5,1,1085,16,No
422,68316971-1,0,2084,7,86209409-0
1209,74803113-9,1,2704,8,No
3141,44722314-7,4,3522,7,73177104-4
729,96998252-1,1,621,9,22767738-4
1178,27423273-6,4,835,7,94023614-4
81,57581646-4,3,199,11,No
413,24554256-3,3,1876,14,No
3530,29962868-0,3,1578,1,No
2669,11592484-9,0,156,4,86209409-0
1145,96998252-1,0,1199,1,No
1516,15074844-0,1,70,13,86209409-0
527,53407302-6,1,1992,14,22767738-4
2409,48263743-9,1,1996,15,86209409-0
3201,45152877-6,1,3089,1,No
2161,82205587-1,0,2373,5,95208514-3
694,50672725-4,0,2312,14,No
3286,11852079-8,1,2024,1,No
2790,80061523-7,1,813,9,73177104-4
1684,66594934-8,3,2536,1,No
3018,92670172-1,4,1181,1,No
1931,14540200-5,4,308,13,95208514-3
2514,15074844-0,1,3106,16,94023614-4
1810,46930558-3,4,942,6,22767738-4
376,49190437-8,1,3488,6,No
2191,23788335-3,3,1688,15,94023614-4
1147,40484874-8,4,1969,4,No
1813,65484630-3,1,1536,15,No
3023,51009521-0,3,885,14,95208514-3
3226,51072055-5,1,988,15,No
341,22519178-2,4,547,10,No
2438,61617949-1,0,2181,16,No
3347,49261253-8,0,990,6,94023614-4
2065,16226259-9,3,2047,1,No
1370,88755903-1,1,221,16,86209409-0
28,12457845-7,1,2900,12,57378727-6
935,93738834-2,3,1534,14,No
3344,93738834-2,3,1580,8,22767738-4
3643,51263568-1,3,2815,4,94023614-4
2787,60334032-8,4,690,14,57378727-6
1851,19557494-0,4,2732,6,No
788,59765653-7,3,2049,8,No
3209,56640243-9,3,2540,13,22767738-4
22,14875579-3,1,3409,1,No
844,22212788-6,3,1701,4,73177104-4
529,46930558-3,3,149,15,No
3157,75006543-8,4,2001,5,No
888,22212788-6,4,977,8,No
2951,13087595-1,1,39,9,94023614-4
3660,58501550-1,4,827,11,No
2286,22519178-2,0,2747,10,73177104-4
352,88755903-1,1,205,15,No
2159,14100953-3,0,3547,13,No
2271,83733104-2,3,985,15,57378727-6
1269,10615206-0,0,1922,9,22767738-4
